,dates,urate_iu
0,1976-01-31,0.05875015842805814
1,1976-02-29,0.05868982294086283
2,1976-03-31,0.06040305338229609
3,1976-04-30,0.05751334028505592
4,1976-05-31,0.06161225374191675
5,1976-06-30,0.06118380810787536
6,1976-07-31,0.06076591261905885
7,1976-08-31,0.06164576270508589
8,1976-09-30,0.060902242697317026
9,1976-10-31,0.05880888900325025
10,1976-11-30,0.058468335523884786
11,1976-12-31,0.05839575744701318
12,1977-01-31,0.059373600640076324
13,1977-02-28,0.060294435199284735
14,1977-03-31,0.061609116719512524
15,1977-04-30,0.057832050991803004
16,1977-05-31,0.06374655165877571
17,1977-06-30,0.05810213978875558
18,1977-07-31,0.05964776088369424
19,1977-08-31,0.06070293741966009
20,1977-09-30,0.05866563051505514
21,1977-10-31,0.06002653856913633
22,1977-11-30,0.058062301116610385
23,1977-12-31,0.05899297981615907
24,1978-01-31,0.05989656125377385
25,1978-02-28,0.058851922030866755
26,1978-03-31,0.058806493298711564
27,1978-04-30,0.05946175021729371
28,1978-05-31,0.062094799730306564
29,1978-06-30,0.0589142312103151
30,1978-07-31,0.05805532277432668
31,1978-08-31,0.061487239547008216
32,1978-09-30,0.05963744664059547
33,1978-10-31,0.060619420331792594
34,1978-11-30,0.05658698789534273
35,1978-12-31,0.05620779334632218
36,1979-01-31,0.06017145605152977
37,1979-02-28,0.05817866626466563
38,1979-03-31,0.057767302075492244
39,1979-04-30,0.0578969563590801
40,1979-05-31,0.06188050764364215
41,1979-06-30,0.058088324273174625
42,1979-07-31,0.05941959045477071
43,1979-08-31,0.05927097503240992
44,1979-09-30,0.058775169952402534
45,1979-10-31,0.05779242030172788
46,1979-11-30,0.05902191264745625
47,1979-12-31,0.05910284359284068
48,1980-01-31,0.05879139601743464
49,1980-02-29,0.056690450204662006
50,1980-03-31,0.05802869970395333
51,1980-04-30,0.06128473672730292
52,1980-05-31,0.0599604354404475
53,1980-06-30,0.0594614915411171
54,1980-07-31,0.06043594116269281
55,1980-08-31,0.05939072533646977
56,1980-09-30,0.061183827721386586
57,1980-10-31,0.060177458684531275
58,1980-11-30,0.05844406378372589
59,1980-12-31,0.06070839722681995
60,1981-01-31,0.058109240241342494
61,1981-02-28,0.06048820212367409
62,1981-03-31,0.059158137692977016
63,1981-04-30,0.058926169795124154
64,1981-05-31,0.06016603501099088
65,1981-06-30,0.060612101713642765
66,1981-07-31,0.05935739704472241
67,1981-08-31,0.061223054120771836
68,1981-09-30,0.06265544317786054
69,1981-10-31,0.06107022041071421
70,1981-11-30,0.05934263855748845
71,1981-12-31,0.060825611286210446
72,1982-01-31,0.06142875591569997
73,1982-02-28,0.06073634984234184
74,1982-03-31,0.06149223585202896
75,1982-04-30,0.06258296852582759
76,1982-05-31,0.061276611777761565
77,1982-06-30,0.06271362834140504
78,1982-07-31,0.06122709864587677
79,1982-08-31,0.06143682718159375
80,1982-09-30,0.06150951802995698
81,1982-10-31,0.06112742788121317
82,1982-11-30,0.06455993318181458
83,1982-12-31,0.05972874824297814
84,1983-01-31,0.05894332383652468
85,1983-02-28,0.0600905508843423
86,1983-03-31,0.06230802894142414
87,1983-04-30,0.061040721567927586
88,1983-05-31,0.06495606959622655
89,1983-06-30,0.05977541230179124
90,1983-07-31,0.06153006464374011
91,1983-08-31,0.06327655729430073
92,1983-09-30,0.05891508666287852
93,1983-10-31,0.059747398002895295
94,1983-11-30,0.05969683728954282
95,1983-12-31,0.059461975576755234
96,1984-01-31,0.06068452856579049
97,1984-02-29,0.05974187154619902
98,1984-03-31,0.06251752186573273
99,1984-04-30,0.05932952693894701
100,1984-05-31,0.060894943334349534
101,1984-06-30,0.0608444131889199
102,1984-07-31,0.06064434205489935
103,1984-08-31,0.06009724328514996
104,1984-09-30,0.062414460864361775
105,1984-10-31,0.06184150881926172
106,1984-11-30,0.060778019214173945
107,1984-12-31,0.05891029420856575
108,1985-01-31,0.06064723957669951
109,1985-02-28,0.061963620764725315
110,1985-03-31,0.06136686124865754
111,1985-04-30,0.060883597031444095
112,1985-05-31,0.06076693979206099
113,1985-06-30,0.06013425263334369
114,1985-07-31,0.05948814676141736
115,1985-08-31,0.060756208321827286
116,1985-09-30,0.061052154248747985
117,1985-10-31,0.06134520967575913
118,1985-11-30,0.05822465935576073
119,1985-12-31,0.05970614225490597
120,1986-01-31,0.06135606446503746
121,1986-02-28,0.06017954796047573
122,1986-03-31,0.0612599953772878
123,1986-04-30,0.059386173985795994
124,1986-05-31,0.0599011460862545
125,1986-06-30,0.05898983563581966
126,1986-07-31,0.05857554775578599
127,1986-08-31,0.05989003118191296
128,1986-09-30,0.05891770777379173
129,1986-10-31,0.06006254851403427
130,1986-11-30,0.056356508911218475
131,1986-12-31,0.0597108647887329
132,1987-01-31,0.057688636707792854
133,1987-02-28,0.05867430016858458
134,1987-03-31,0.061272047725287354
135,1987-04-30,0.05986805537546829
136,1987-05-31,0.05750307414569427
137,1987-06-30,0.058648915805043556
138,1987-07-31,0.056649431314085744
139,1987-08-31,0.058563825360364107
140,1987-09-30,0.058090865238808985
141,1987-10-31,0.05699086283917102
142,1987-11-30,0.057083083252921
143,1987-12-31,0.059413173880966424
144,1988-01-31,0.0560249446730718
145,1988-02-29,0.055300706581215345
146,1988-03-31,0.05889018108714044
147,1988-04-30,0.057523315226354774
148,1988-05-31,0.05664905328870053
149,1988-06-30,0.057257216508701116
150,1988-07-31,0.056333823272718776
151,1988-08-31,0.05833639412839604
152,1988-09-30,0.057047663747677974
153,1988-10-31,0.05466303975066214
154,1988-11-30,0.05396985012118183
155,1988-12-31,0.05767791245275097
156,1989-01-31,0.05680686896427113
157,1989-02-28,0.05603402337032658
158,1989-03-31,0.05689087605122014
159,1989-04-30,0.058652959860889836
160,1989-05-31,0.059449414755678574
161,1989-06-30,0.05653021980846165
162,1989-07-31,0.05689457195461082
163,1989-08-31,0.05867667424585344
164,1989-09-30,0.057227335589246295
165,1989-10-31,0.05844418449880212
166,1989-11-30,0.05531401112019357
167,1989-12-31,0.05712671580311414
168,1990-01-31,0.05924630383083158
169,1990-02-28,0.05632255191567021
170,1990-03-31,0.05554643429918998
171,1990-04-30,0.056625221712564136
172,1990-05-31,0.05816092623486967
173,1990-06-30,0.05654209791435328
174,1990-07-31,0.05894276609642481
175,1990-08-31,0.05652121482770906
176,1990-09-30,0.05710947067435376
177,1990-10-31,0.05852569239483321
178,1990-11-30,0.05771733770591814
179,1990-12-31,0.05812939347955843
180,1991-01-31,0.05956804860298563
181,1991-02-28,0.05684759177391605
182,1991-03-31,0.05694481677735112
183,1991-04-30,0.05953978011369997
184,1991-05-31,0.060664130098953384
185,1991-06-30,0.05716732034703001
186,1991-07-31,0.05833189871499392
187,1991-08-31,0.059873092623900455
188,1991-09-30,0.0586803166384122
189,1991-10-31,0.0594409365393839
190,1991-11-30,0.058658441717384345
191,1991-12-31,0.06069101555501304
192,1992-01-31,0.05773273029597325
193,1992-02-29,0.058603385911093084
194,1992-03-31,0.06032996889288601
195,1992-04-30,0.06120570098009365
